date,station,latitude,longitude,elevation,district,river,basin,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_api,rainfall_anomaly_7d,soil_moisture_top,soil_moisture_root,soil_moisture_top_3d_mean,soil_moisture_top_anomaly,river_discharge,discharge_lag_1d,discharge_lag_3d,discharge_rolling_max_3d,discharge_rise_rate_1d,discharge_percentile,slope,aspect,drainage_density,distance_to_stream,land_cover,soil_type,flood_label,label_confidence,flood_event_id,data_quality_flag
2001-01-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,0.05,0.05,0.05,0.05,0.05,-0.30000000000000004,0.67,0.61,0.67,-0.11302094818081587,2.662606,0.0,0.0,2.662606,2.662606,25.846841811067634,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.04,0.09,0.09,0.09,0.09,0.08,-0.225,0.67,0.61,0.67,-0.11302094818081587,2.399,2.662606,0.0,2.662606,-0.09900300682864825,23.10229178311906,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-03,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.11,0.11,0.11,0.11,0.09,-0.14666666666666667,0.67,0.61,0.67,-0.11302094818081587,2.399,2.399,0.0,2.662606,0.0,23.10229178311906,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-04,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.11,0.16999999999999998,0.22,0.22,0.22,0.19,-0.165,0.67,0.61,0.67,-0.11302094818081587,2.4843562,2.399,2.662606,2.4843562,0.03557990829512301,23.912800447177194,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-05,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.15999999999999998,0.25,0.25,0.25,0.19,-0.10000000000000003,0.66,0.6,0.6666666666666666,-0.12302094818081588,2.248,2.4843562,2.399,2.4843562,-0.0951378067283588,21.06204583566238,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-06,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.3,0.43999999999999995,0.55,0.55,0.55,0.46,-0.09166666666666667,0.66,0.6,0.6633333333333334,-0.12302094818081588,1.828,2.248,2.399,2.4843562,-0.18683274021352317,14.309670206819453,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-07,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.06,0.39,0.61,0.61,0.61,0.45,0.0,0.66,0.6,0.66,-0.12302094818081588,1.763,1.828,2.4843562,2.248,-0.03555798687089724,13.11906092789268,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-08,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.36,0.5599999999999999,0.61,0.61,0.38,0.026249999999999996,0.66,0.59,0.66,-0.12302094818081588,1.7875786,1.763,2.248,1.828,0.013941349971639318,13.616545556176634,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-09,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.06,0.52,0.61,0.61,0.33,0.04555555555555563,0.66,0.59,0.66,-0.12302094818081588,1.699,1.7875786,1.828,1.7875786,-0.04955228262410388,11.833426495248741,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-10,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.5,0.61,0.61,0.28,0.07300000000000001,0.65,0.59,0.6566666666666666,-0.1330209481808159,2.3,1.699,1.763,2.3,0.35373749264273086,21.70486305198435,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-11,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.03,0.42000000000000004,0.64,0.64,0.27,0.012727272727272754,0.65,0.58,0.6533333333333333,-0.1330209481808159,1.8487604,2.3,1.7875786,2.3,-0.19619113043478256,14.723309111235327,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-12,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,0.08,0.44,0.69,0.69,0.28,0.03750000000000003,0.64,0.58,0.6466666666666666,-0.1430209481808159,1.812,1.8487604,1.699,2.3,-0.01988380971379521,14.01900503074343,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-13,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.31,0.39,0.45,1.0,1.0,0.54,-0.08846153846153854,0.63,0.58,0.64,-0.1530209481808159,1.828,1.812,2.3,1.8487604,0.008830022075055195,14.309670206819453,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-14,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.12,0.48,0.51,1.12,1.12,0.58,-0.050000000000000044,0.61,0.58,0.6266666666666667,-0.17302094818081593,1.575,1.828,1.8487604,1.828,-0.13840262582056898,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-15,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,2.71,3.14,3.2199999999999998,3.7800000000000002,3.83,3.21,1.4326666666666663,0.6,0.58,0.6133333333333333,-0.18302094818081593,1.773868,1.575,1.812,1.828,0.12626539682539686,13.337059809949691,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-16,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,7.49,10.32,10.71,11.23,11.32,10.21,5.7575,0.7,0.59,0.6366666666666667,-0.08302094818081596,1.8621808,1.773868,1.828,1.8621808,0.04978544063030618,14.913359418669646,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-17,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.07,10.270000000000001,10.78,11.280000000000001,11.39,8.75,6.089999999999999,0.65,0.59,0.65,-0.1330209481808159,1.7851895,1.8621808,1.575,1.8621808,-0.04134469649778367,13.53828954723309,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-18,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,7.5600000000000005,10.75,11.17,11.39,7.44,6.320555555555556,0.64,0.59,0.6633333333333334,-0.1430209481808159,1.7994831,1.7851895,1.773868,1.8621808,0.008006769029282336,13.806595863610957,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-19,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.07,10.7,11.14,11.39,6.32,6.503684210526314,0.63,0.58,0.64,-0.1530209481808159,1.6545699,1.7994831,1.8621808,1.7994831,-0.08053045899680857,10.888764673001678,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-20,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.389999999999999,10.840000000000002,11.39,5.38,6.403499999999999,0.62,0.58,0.63,-0.16302094818081592,1.6633242,1.6545699,1.7851895,1.7994831,0.005290982266750943,11.034097261039687,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-21,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,10.27,10.780000000000001,11.39,4.57,6.473333333333333,0.61,0.58,0.62,-0.17302094818081593,1.399,1.6633242,1.7994831,1.6633242,-0.1589132172789886,7.501397428731135,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-22,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,7.5600000000000005,10.780000000000001,11.39,3.88,3.9359090909090915,0.59,0.57,0.6066666666666666,-0.19302094818081594,1.6389465,1.399,1.6545699,1.6633242,0.17151286633309512,10.665176076020124,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-23,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.07,10.780000000000001,11.39,3.3,-3.396521739130435,0.57,0.57,0.59,-0.21302094818081596,1.6323661,1.6389465,1.6633242,1.6389465,-0.004015018183937085,10.586920067076578,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-24,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.01,0.01,10.790000000000001,11.4,2.82,-3.3150000000000004,0.56,0.57,0.5733333333333334,-0.22302094818081586,1.8516241,1.6323661,1.399,1.8516241,0.13431913343458918,14.779206260480715,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-25,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.39,0.4,0.4,11.15,11.790000000000001,2.78,-2.9012000000000002,0.55,0.57,0.5599999999999999,-0.23302094818081587,1.833827,1.8516241,1.6389465,1.8516241,-0.009611616094216908,14.443823365008384,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-26,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.38,1.7799999999999998,1.7799999999999998,12.48,13.17,3.75,-1.7657692307692305,0.54,0.57,0.55,-0.24302094818081588,1.637,1.833827,1.6323661,1.8516241,-0.10733128043157837,10.642817216321967,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-27,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.4,2.17,2.1799999999999997,12.57,13.57,3.58,-1.3381481481481483,0.57,0.57,0.5533333333333333,-0.21302094818081596,1.699,1.637,1.8516241,1.833827,0.03787416004886992,11.833426495248741,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-28,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.05,1.8299999999999996,2.23,12.500000000000002,13.620000000000001,3.1,-1.1750000000000003,0.55,0.57,0.5533333333333333,-0.23302094818081587,1.699,1.699,1.833827,1.699,0.0,11.833426495248741,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-29,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.2,0.6499999999999998,2.4299999999999997,9.99,13.82,2.83,-0.9058620689655177,0.54,0.57,0.5533333333333333,-0.24302094818081588,1.8021636,1.699,1.637,1.8021636,0.060720188346085946,13.862493012856344,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-30,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2699999999999998,2.4499999999999997,2.52,13.84,2.43,-0.7793333333333337,0.53,0.56,0.54,-0.2530209481808159,1.575,1.8021636,1.699,1.8021636,-0.12605048731424834,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-01-31,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.2399999999999998,2.46,2.47,13.809999999999999,2.08,-0.7623333333333333,0.52,0.56,0.5299999999999999,-0.2630209481808159,1.6293409,1.575,1.699,1.8021636,0.03450215873015882,10.53102291783119,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.57,1.6099999999999999,3.6399999999999997,4.04,15.34,3.34,0.06066666666666665,0.52,0.56,0.5233333333333333,-0.2630209481808159,1.529955,1.6293409,1.8021636,1.6293409,-0.0609976095241948,9.2230296254891,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.92,3.51,4.18,5.96,17.240000000000002,4.76,0.157333333333332,0.55,0.56,0.5300000000000001,-0.23302094818081587,4.044455,1.529955,1.575,4.044455,1.6435123908873137,32.56567915036333,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-03,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.34,4.83,5.12,7.3,18.470000000000002,5.39,0.8103333333333333,0.57,0.56,0.5466666666666667,-0.21302094818081596,3.799606,4.044455,1.6293409,4.044455,-0.060539429910828606,31.70486305198435,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-04,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,1.06,4.319999999999999,6.130000000000001,8.36,19.5,5.64,1.580000000000001,0.57,0.56,0.5633333333333334,-0.21302094818081596,4.216,3.799606,1.529955,4.216,0.10958873104211342,33.20290665176076,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-05,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.53,2.9299999999999997,6.46,8.89,19.73,5.32,1.8563333333333327,0.57,0.56,0.57,-0.21302094818081596,1.8503593,4.216,4.044455,4.216,-0.5611102229601518,14.756847400782561,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-06,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,1.5899999999999999,6.4399999999999995,8.89,19.67,4.52,1.8503333333333325,0.56,0.56,0.5666666666666667,-0.22302094818081586,1.8406184,1.8503593,3.799606,4.216,-0.005264328933304975,14.61151481274455,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-07,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.5299999999999998,6.42,8.88,19.67,3.85,1.830333333333333,0.54,0.56,0.5566666666666666,-0.24302094818081588,1.763,1.8406184,4.216,1.8503593,-0.04216974034378891,13.11906092789268,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-08,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,4.85,8.49,19.67,3.27,0.26033333333333264,0.53,0.56,0.5433333333333333,-0.2530209481808159,1.699,1.763,1.8503593,1.8406184,-0.03630175836642078,11.833426495248741,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-09,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,2.9299999999999997,7.109999999999999,19.67,2.78,-1.6596666666666673,0.52,0.56,0.53,-0.2630209481808159,1.8115674,1.699,1.8406184,1.8115674,0.0662550912301353,14.007825600894355,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-10,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,1.59,6.710000000000001,19.64,2.36,-2.9926666666666675,0.51,0.56,0.52,-0.2730209481808159,1.575,1.8115674,1.763,1.8115674,-0.13058713686280732,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-11,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.53,6.66,19.59,2.01,-4.0409999999999995,0.51,0.56,0.5133333333333333,-0.2730209481808159,1.575,1.575,1.699,1.8115674,0.0,9.742873113471214,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-12,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,6.460000000000001,19.28,1.71,-4.498666666666667,0.5,0.55,0.5066666666666667,-0.2830209481808159,1.8609957,1.575,1.8115674,1.8609957,0.1815845714285714,14.879821129122414,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-13,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.03,0.029999999999999777,0.03,6.47,19.189999999999998,1.48,-4.447666666666666,0.49,0.55,0.5,-0.2930209481808159,1.5839773,1.8609957,1.575,1.8609957,-0.14885493824623022,9.927333705980995,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-14,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.03999999999999978,0.04,6.46,16.49,1.27,-3.8076666666666665,0.49,0.55,0.49333333333333335,-0.2930209481808159,1.5902762,1.5839773,1.575,1.8609957,0.00397663527122516,10.09502515371716,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-15,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.059999999999999776,0.06,4.91,9.02,1.1,-2.0446666666666666,0.48,0.55,0.48666666666666664,-0.30302094818081593,1.343,1.5902762,1.8609957,1.5902762,-0.1554926119123206,6.89770821688094,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-16,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.029999999999999777,0.06,2.99,8.95,0.93,-2.028333333333333,0.47,0.55,0.48,-0.31302094818081594,1.235,1.343,1.5839773,1.5902762,-0.08041697691734913,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-17,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.019999999999999775,0.06,1.6500000000000001,8.95,0.79,-2.028333333333333,0.46,0.55,0.47,-0.3230209481808159,1.182,1.235,1.5902762,1.343,-0.042914979757085144,5.0307434320849636,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-18,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.5900000000000001,8.95,0.67,-2.028333333333333,0.46,0.55,0.4633333333333334,-0.3230209481808159,1.131,1.182,1.343,1.235,-0.04314720812182736,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-19,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.06,0.06,8.95,0.57,-2.028333333333333,0.45,0.55,0.4566666666666667,-0.3330209481808159,1.117324,1.131,1.235,1.182,-0.012091954022988525,4.114030184460592,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-20,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.06,8.95,0.49,-2.058333333333333,0.44,0.55,0.45,-0.3430209481808159,1.131,1.117324,1.182,1.131,0.012239959045003974,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-21,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.019999999999999997,0.06,8.95,0.41,-2.068333333333333,0.44,0.55,0.44333333333333336,-0.3430209481808159,1.082,1.131,1.131,1.131,-0.04332449160035361,3.733929569591951,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-22,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.0,0.06,8.95,0.35,-2.088333333333333,0.43,0.55,0.4366666666666667,-0.3530209481808159,1.0895023,1.082,1.117324,1.131,0.006933733826247551,3.8121855785354946,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-23,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.01999999999999978,0.02,0.08,8.959999999999999,0.32,-2.0706666666666664,0.43,0.55,0.43333333333333335,-0.3530209481808159,1.033,1.0895023,1.131,1.0895023,-0.051860652336392504,2.9569591950810508,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-24,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.02,0.03999999999999978,0.04,0.1,8.59,0.29,-1.9643333333333333,0.43,0.55,0.43,-0.3530209481808159,1.033,1.033,1.082,1.0895023,0.0,2.9569591950810508,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-25,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.01,0.04999999999999978,0.05,0.11,7.220000000000001,0.26,-1.6346666666666667,0.42,0.55,0.4266666666666667,-0.3630209481808159,1.131,1.033,1.0895023,1.131,0.09486931268151026,4.3376187814421465,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-26,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.029999999999999777,0.05,0.11,6.82,0.22,-1.5413333333333332,0.42,0.55,0.42333333333333334,-0.3630209481808159,1.235,1.131,1.033,1.235,0.09195402298850583,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-27,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.009999999999999778,0.05,0.08,6.7700000000000005,0.19,-1.5296666666666667,0.42,0.55,0.42,-0.3630209481808159,1.235,1.235,1.033,1.235,0.0,5.5785354946897705,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-02-28,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.07,6.57,0.16,-1.4829999999999999,0.41,0.55,0.4166666666666667,-0.37302094818081594,1.182,1.235,1.131,1.235,-0.042914979757085144,5.0307434320849636,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-03-01,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.05,0.05,6.550000000000001,0.13,-1.4783333333333335,0.41,0.55,0.41333333333333333,-0.37302094818081594,1.4824387,1.182,1.235,1.4824387,0.2541782571912015,8.619340413638904,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
2001-03-02,KUTTYADI,11.65083333,75.75833333,42.0,KOZHIKODE,Kuttyadi,West flowing rivers from Tadri to Kanyakumari,0.0,0.0,0.03,0.05,6.53,0.11,-1.4936666666666667,0.41,0.55,0.41,-0.37302094818081594,1.4147868,1.4824387,1.235,1.4824387,-0.04563554634670574,7.724986025712689,12.5,270.0,2.95,95.0,Dense Tropical / Plantation,Lateritic / Sandy Loam,0,high,NONE,0.0
